Unnamed: 0,Movie,Genre,Rating,Emotions
951,Hippi,"Action, Comedy, Romance            ",5,"Revenge, Tragic"
952,Aha Naa Pellanta,Comedy,5.4,"Fear, Revenge, Comedy, Family"
953,Veta,"Action, Adventure, Thriller            ",6.9,"Hopeful, Fantasy, Comedy, Patriotic, Chill"
954,Aatagallu,"Action, Thriller            ",5.3,"Motivational, Fear"
955,Thikka,"Action, Comedy            ",4.6,"Heartwarming, Drama, Mystery, Adventure, Love"
956,Dorasani,"Drama, Romance            ",5.9,"Serious, Hopeful, Patriotic, Love, Mystery"
957,Allari Bullodu,Romance,2.9,"Family, Motivational, Fear"
958,Peddarikam,"Comedy, Drama, Action            ",7.1,"Emotional, Happy, Friendship, Motivational, Hopeful"
959,Kalathur Kannamma,"Drama, Romance            ",7,"Patriotic, Heartwarming, Romantic, Mind-blowing, Fear"
960,Raju Gadu,Family,5.3,"Chill, Action, Thrilling"
961,Guntur Talkies,Comedy,5.8,"Fantasy, Anger, Mystery, Friendship"
962,Kshemanga Velli Labhamga Randi,Comedy,6.7,"Family, Feel-good, Patriotic"
963,Kotha Janta,"Comedy, Drama            ",4.7,"Romantic, Mystery, Inspirational"
964,Iddari Lokam Okate,"Drama, Romance            ",5.6,"Friendship, Mind-blowing, Happy, Excited"
965,Eduruleni Manishi,"Comedy, Drama            ",4.5,"Love, Action, Romantic, Anger, Feel-good"
966,Mathru Devo Bhava,Drama,7.4,"Emotional, Motivational"
967,Kittu Unnadu Jagratha,Comedy,5.8,"Revenge, Fantasy, Feel-good, Patriotic, Thrilling"
968,Ice Cream,"Horror, Thriller            ",3.5,"Excited, Action, Dark, Inspirational"
969,Nuvva Nena,Comedy,4.6,"Motivational, Fear"
970,Rama Chakkani Seetha,"Drama, Romance            ",6.1,"Revenge, Anger, Mind-blowing, Fantasy, Happy"
971,Jappanil Kalyanaraman,"Action, Comedy, Romance            ",6,"Patriotic, Friendship, Drama"
972,Idaya Kovil,"Drama, Romance            ",6.2,"Friendship, Revenge, Happy"
973,Jaihind 2,Action,5.2,"Anger, Fantasy, Serious, Emotional"
974,Nuvvila,"Comedy, Drama, Romance            ",6.8,"Friendship, Happy, Suspenseful, Family, Adventure"
975,Srivaariki Premalekha,"Comedy, Romance            ",6.8,"Emotional, Drama, Excited, Family"
976,Mard Ki Zabaan 2,"Action, Romance            ",3.7,"Chill, Action, Heartwarming, Mind-blowing, Hopeful"
977,Hyderabad Nawabs,Comedy,6.9,"Mind-blowing, Romantic"
978,Veede,"Action, Drama            ",4.9,"Tragic, Suspenseful"
979,Nari Nari Naduma Murari,"Comedy, Drama, Romance            ",6.3,"Excited, Heartwarming, Suspenseful, Feel-good"
980,Mayalodu,"Comedy, Drama            ",7,"Thrilling, Tragic, Suspenseful, Adventure"
981,Raja Vikramarka,"Action, Comedy, Family            ",6.7,"Love, Action"
982,ABCD: American-Born Confused Desi,Comedy,5.4,"Happy, Tragic"
983,Alludu Diddina Kapuram,Drama,1.4,"Love, Comedy, Chill"
984,Hare Ram,"Action, Thriller            ",6.4,"Anger, Dark, Feel-good, Love, Comedy"
985,Yamagola,"Comedy, Fantasy, Romance            ",6.6,"Revenge, Adventure, Family"
986,Meendum Kokila,"Comedy, Drama, Romance            ",6.3,"Inspirational, Mystery, Thrilling, Friendship"
987,M Dharmaraju M.A.,"Drama, Thriller            ",5.4,"Inspirational, Happy, Tragic"
988,Prema Panjaram,"Drama, Family            ",1,"Patriotic, Family"
989,Tenali Ramakrishna BA.BL,"Action, Comedy, Drama            ",5,"Love, Adventure, Friendship"
990,Gowtham SSC,Drama,5.9,"Anger, Suspenseful, Romantic, Serious, Action"
991,Kanchana,Drama,7,"Emotional, Comedy, Motivational, Sad"
992,Mayuri,"Family, Musical            ",6.8,"Revenge, Drama, Emotional, Friendship, Love"
993,Swayamvaram,"Drama, Romance            ",6.9,"Serious, Motivational, Revenge, Hopeful, Emotional"
994,Seetharamula Kalyanam Lankalo,"Action, Comedy, Drama            ",4.3,"Action, Adventure"
995,Pavitra Bandham,"Comedy, Drama, Romance            ",6.7,"Motivational, Action"
996,Bala Gopaludu,Drama,3.4,"Patriotic, Suspenseful"
997,Yuvakudu,Romance,7,"Mind-blowing, Thrilling, Drama"
998,Jayammu Nischayammu Raa!,"Comedy, Romance            ",6.9,"Inspirational, Comedy, Excited"
999,Manchi Donga,"Action, Drama, Romance            ",5.1,"Romantic, Inspirational, Adventure, Hopeful"
1000,Big Boss,"Action, Drama            ",4.7,"Mind-blowing, Adventure, Family, Drama, Inspirational"
1001,Idam Jagath,"Action, Thriller            ",5.5,"Adventure, Inspirational, Patriotic"
1002,Happy Wedding,Drama,4.3,"Patriotic, Adventure"
1003,Nuvvu Leka Nenu Lenu,Romance,6.3,"Feel-good, Friendship, Revenge, Mind-blowing, Thrilling"
1004,Thoongathey Tambi Thoongathey,Drama,6.4,"Excited, Tragic, Motivational, Family, Mind-blowing"
1005,Yamudiki Mogudu,"Comedy, Fantasy            ",4.8,"Thrilling, Friendship, Fantasy, Family, Action"
1006,Bommana Brothers Chanadana Sisters,Comedy,5.7,"Love, Patriotic, Excited"
1007,Rowdy Inspector,"Action, Drama            ",5.9,"Revenge, Happy, Thrilling"
1008,Sontham,Action,6.9,"Romantic, Family, Chill"
1009,Annai Oru Aalayam,"Adventure, Drama            ",6.9,"Adventure, Comedy, Inspirational"
1010,Wanted,"Action, Drama            ",4,"Fantasy, Fear, Feel-good, Dark, Adventure"
1011,Panchakshari,"Drama, Fantasy, Thriller            ",3.8,"Heartwarming, Romantic, Feel-good, Emotional"
1012,Snehamante Idera,"Comedy, Drama            ",4.3,"Excited, Feel-good, Mind-blowing, Sad"
1013,Soggadi Pellam,Drama,4.1,"Suspenseful, Mind-blowing, Patriotic, Hopeful"
1014,Bhale Donga,"Action, Comedy, Drama            ",3.3,"Inspirational, Fear, Friendship, Excited"
1015,1st Rank Raju,"Comedy, Drama, Romance            ",5.3,"Motivational, Drama, Emotional, Family"
1016,Dongodu,Comedy,4.9,"Mind-blowing, Serious, Family, Inspirational, Fantasy"
1017,Devullu,Drama,7,"Sad, Tragic"
1018,Sardar Papa Rayudu,"Action, Drama            ",5.9,"Thrilling, Comedy, Sad, Suspenseful"
1019,Srinivasa Kalyanam,Drama,7.9,"Fear, Thrilling"
1020,Pourudu,Action,5.4,"Hopeful, Fear, Happy, Patriotic"
1021,Amrutha Ramam,Drama,8,"Revenge, Serious, Tragic, Friendship, Love"
1022,Prematho Raa,Romance,5.8,"Romantic, Comedy"
1023,Bumper Offer,Romance,4.9,"Fantasy, Adventure, Serious"
1024,Mangamma Gari Manavadu,Drama,7.5,"Excited, Serious, Dark"
1025,Yudda Bhoomi,"Action, Drama            ",7.7,"Romantic, Adventure"
1026,Rayalaseema Love Story,Drama,6.2,"Fear, Excited"
1027,Soggadu,Romance,4.8,"Suspenseful, Thrilling, Hopeful, Comedy, Inspirational"
1028,Budget Padmanabham,"Comedy, Drama            ",5.7,"Family, Motivational, Fear"
1029,Swargam Narakam,"Comedy, Drama            ",8.1,"Mystery, Action, Mind-blowing, Thrilling, Suspenseful"
1030,Manmatha Leelai,"Comedy, Musical, Romance            ",7.5,"Sad, Anger, Comedy, Patriotic, Happy"
1031,Emo Gurram Egaravachu,Drama,5.6,"Emotional, Love"
1032,Ayyare,"Drama, Family            ",6.9,"Mystery, Romantic, Emotional, Anger, Fantasy"
1033,Valayam,Mystery,7,"Comedy, Friendship"
1034,Babai Abbai,"Comedy, Romance            ",7.6,"Adventure, Happy, Patriotic"
1035,Two Town Rowdy,"Action, Drama, Romance            ",8,"Inspirational, Motivational, Action, Dark, Happy"
1036,State Rowdy,"Action, Crime, Drama            ",7.3,"Heartwarming, Happy, Action, Drama"
1037,Aradhana,"Musical, Romance            ",7.5,"Serious, Tragic"
1038,Idhi Mamulu Prema Katha Kaadu,Romance,6.7,"Patriotic, Drama"
1039,Rey,"Action, Music            ",5,"Emotional, Action, Mind-blowing, Dark"
1040,Prema Yuddham,Romance,8.4,"Emotional, Friendship"
1041,Samudram,"Action, Crime, Drama            ",6.7,"Adventure, Inspirational, Feel-good, Anger, Chill"
1042,Kabaddi Kabaddi,"Comedy, Drama, Romance            ",6.7,"Romantic, Revenge, Mind-blowing"
1043,Sruthilayalu,"Drama, Family, Musical            ",7.8,"Love, Fear, Mind-blowing, Dark, Serious"
1044,Rikshavodu,"Action, Drama            ",5.8,"Fantasy, Dark, Adventure, Hopeful, Comedy"
1045,Muthyala Muggu,Family,7.4,"Feel-good, Mystery, Drama, Dark, Suspenseful"
1046,Napoleon,"Drama, Mystery            ",7.4,"Patriotic, Tragic, Thrilling, Feel-good, Heartwarming"
1047,Bazaar Rowdy,Action,7.4,"Sad, Adventure, Revenge, Patriotic"
1048,Pelli Sandadi,"Musical, Romance            ",7.4,"Excited, Fantasy"
1049,Idi Ma Prema Katha,Romance,8.1,"Heartwarming, Revenge, Chill, Patriotic"
1050,Babu Baga Busy,Comedy,6.4,"Romantic, Suspenseful, Heartwarming"
1051,Rogue,"Action, Thriller            ",5.9,"Excited, Hopeful, Patriotic, Tragic"
1052,Bhanumathi & Ramakrishna,"Comedy, Drama, Romance            ",7.5,"Happy, Revenge, Mind-blowing, Anger, Love"
1053,S. P. Parasuram,"Action, Drama            ",6,"Thrilling, Patriotic"
1054,Ala Ela,"Comedy, Romance            ",7.3,"Chill, Feel-good"
1055,Kevvu Keka,Comedy,5.4,"Tragic, Chill, Love"
1056,Mantra,"Crime, Thriller            ",6.8,"Excited, Fear, Patriotic, Tragic, Family"
1057,Runam,Romance,8.8,"Patriotic, Anger, Excited, Serious"
1058,Choopulu Kalasina Subhavela,"Comedy, Drama            ",7.7,"Suspenseful, Excited, Comedy, Mystery, Fantasy"
1059,Manoharam,"Action, Drama            ",7.1,"Dark, Thrilling, Heartwarming, Action"
1060,Agni,,8.5,"Drama, Friendship, Tragic, Suspenseful"
1061,Appu Chesi Pappu Koodu,"Comedy, Drama            ",8,"Emotional, Mystery, Fantasy, Anger, Dark"
1062,Siddu from Srikakulam,Comedy,5.4,"Fear, Patriotic"
1063,Nachavule,Romance,7.3,"Mystery, Feel-good, Suspenseful, Serious"
1064,Yagnam,Action,6.3,"Feel-good, Tragic, Adventure"
1065,Mee Sreyobhilashi,Drama,7.6,"Family, Love, Suspenseful"
1066,Kadapa Redamma,Action,8.4,"Patriotic, Revenge, Drama"
1067,Ghatotkachudu,"Comedy, Drama, Fantasy            ",7.2,"Dark, Feel-good"
1068,Jagadeka Veeruni Katha,"Drama, Fantasy            ",7.9,"Emotional, Fantasy, Mind-blowing, Tragic, Excited"
1069,Kanyasulkam,Drama,7.9,"Serious, Action"
1070,Snehamera Jeevitham,Action,8.3,"Adventure, Mystery, Happy, Drama"
1071,Kobbari Matta,Comedy,5.8,"Family, Love, Heartwarming, Excited, Anger"
1072,Dhruvanakshatram,"Action, Drama            ",8.2,"Action, Happy, Love"
1073,Per Sollum Pillai,"Action, Drama, Family            ",6.9,"Happy, Thrilling"
1074,Vivaha Bhojanambu,Comedy,7.6,"Sad, Serious, Thrilling"
1075,Shanti Kranti,"Action, Drama, Musical            ",6.9,"Adventure, Chill, Thrilling, Feel-good"
1076,Sukumarudu,Drama,5.3,"Drama, Emotional, Romantic, Love, Heartwarming"
1077,Fitting Master,"Action, Comedy, Crime            ",5.5,"Love, Tragic, Family, Anger, Chill"
1078,Operation Duryodhana,"Action, Crime, Drama            ",5.8,"Tragic, Revenge, Mind-blowing, Suspenseful, Anger"
1079,Prema,"Drama, Romance            ",7.7,"Fear, Patriotic, Romantic, Thrilling, Adventure"
1080,Mooga Manasulu,Drama,7.7,"Emotional, Mind-blowing, Mystery, Anger, Romantic"
1081,Ontari Poratam,Action,7.9,"Chill, Family, Drama, Anger"
1082,Tandra Paparayudu,"Action, Biography, Drama            ",7.9,"Friendship, Feel-good, Romantic, Fantasy"
1083,Nireekshana,"Drama, Romance            ",7.4,"Feel-good, Inspirational, Happy, Adventure"
1084,Premaabhishekam,"Drama, Musical, Romance            ",7.7,"Excited, Romantic, Fear, Action, Mind-blowing"
1085,Savaari,Romance,6.7,"Serious, Fear, Hopeful, Feel-good, Fantasy"
1086,Surya IPS,"Crime, Action            ",7,"Hopeful, Friendship, Motivational, Family"
1087,Maharasan,"Comedy, Drama            ",6.3,"Suspenseful, Emotional, Patriotic"
1088,Chakravarthy,"Action, Crime, Drama            ",8,"Patriotic, Hopeful, Emotional, Motivational"
1089,Lover,Romance,5.8,"Hopeful, Patriotic, Chill, Mystery, Suspenseful"
1090,Jadoogadu,Action,5.5,"Mystery, Love, Revenge, Feel-good, Emotional"
1091,Allari Alludu,Drama,7.5,"Excited, Suspenseful, Heartwarming, Adventure, Drama"
1092,Pandava Vanavasamu,"Drama, Fantasy            ",8.1,"Suspenseful, Action, Chill, Family"
1093,Mechanic Alludu,Comedy,6.3,"Fear, Serious"
1094,Kondaveeti Simham,"Action, Drama, Family            ",7.5,"Anger, Heartwarming"
1095,Malini 22,"Drama, Thriller            ",5.1,"Anger, Excited"
1096,Bobbili Simham,Drama,7.7,"Feel-good, Suspenseful, Serious"
1097,Show,"Comedy, Drama            ",7,"Mind-blowing, Action"
1098,Varasudochhadu,Family,7.8,"Happy, Revenge, Tragic"
1099,Family Circus,"Drama, Family            ",6.6,"Fear, Adventure"
1100,Edurinti Mogudu Pakkinti Pellam,Comedy,7.5,"Family, Anger"
1101,Adavi Ramudu,"Action, Drama, Romance            ",7.2,"Excited, Friendship, Drama, Mystery"
1102,Donga,"Action, Drama            ",7.2,"Love, Drama, Hopeful, Sad, Mind-blowing"
1103,Aakhari Poratam,"Action, Drama, Thriller            ",7.2,"Fear, Hopeful, Motivational, Suspenseful, Anger"
1104,Rough,Romance,4.9,"Serious, Happy"
1105,Paathshala,Drama,7.3,"Tragic, Chill"
1106,Kathi Kanta Rao,Comedy,6.5,"Emotional, Excited"
1107,Pelli Chesukundam,Drama,6.8,"Fantasy, Dark"
1108,Black Tiger,,7.9,"Romantic, Sad"
1109,Sri Krishna Pandaveeyam,"Drama, Musical            ",7.9,"Fantasy, Motivational, Mystery, Inspirational"
1110,Nakshatram,Action,4.3,"Motivational, Family, Hopeful, Revenge, Emotional"
1111,Subhalagnam,Drama,7.7,"Adventure, Excited, Inspirational"
1112,Hai Hai Nayaka,Comedy,7.7,"Mystery, Mind-blowing, Tragic, Inspirational, Patriotic"
1113,Om Shanti,Romance,5.1,"Emotional, Heartwarming, Adventure, Love, Serious"
1114,Pellaina Kothalo,Drama,6.2,"Heartwarming, Hopeful, Drama"
1115,Anukunnadi Okkati Ayyindhi Okati,"Comedy, Crime, Drama            ",5.6,"Chill, Family, Heartwarming, Excited"
1116,Grahanam,Drama,8,"Thrilling, Adventure, Revenge, Fear"
1117,Chinnabaabu,Drama,8.2,"Happy, Chill"
1118,Karthavyam,"Action, Drama            ",7,"Comedy, Tragic"
1119,Raakshasudu,"Action, Drama            ",7.4,"Fear, Sad, Friendship, Mystery"
1120,Neeya,"Drama, Fantasy, Musical            ",6.2,"Hopeful, Action, Friendship"
1121,D for Dopidi,"Comedy, Crime            ",5.8,"Anger, Chill"
1122,Mugguru Kodukulu,"Action, Drama            ",7.5,"Hopeful, Friendship, Chill, Inspirational"
1123,Balachandrudu,Drama,7.4,"Happy, Friendship, Emotional"
1124,Vinodam,Comedy,7.2,"Hopeful, Happy, Inspirational, Patriotic"
1125,Vijay,"Action, Drama            ",8,"Romantic, Hopeful, Fear"
1126,Sri Shirdi Saibaba Mahathyam,Drama,7.7,"Inspirational, Suspenseful, Feel-good, Serious"
1127,Anthuleni Katha,"Drama, Family            ",7.7,"Romantic, Dark, Fantasy, Chill, Inspirational"
1128,Mithai,"Crime, Drama, Romance            ",4.4,"Revenge, Anger"
1129,Tiger,"Action, Crime, Romance            ",5.7,"Comedy, Friendship, Dark, Feel-good"
1130,Luv U Alia,"Family, Romance            ",5.2,"Dark, Revenge, Comedy, Action"
1131,Brother of Bommali,"Action, Drama            ",5.8,"Patriotic, Adventure, Dark, Revenge"
1132,Mr. Pellikodukku,"Comedy, Drama            ",5.2,"Hopeful, Thrilling, Happy, Friendship"
1133,Broker,Drama,7.3,"Love, Sad"
1134,Current,Romance,5.6,"Drama, Comedy, Patriotic"
1135,Evadi Gola Vadide,"Comedy, Drama, Romance            ",6.4,"Adventure, Excited, Mystery"
1136,Bangaru Bullodu,"Action, Drama, Romance            ",7.3,"Love, Mystery"
1137,Karma,"Drama, Mystery, Thriller            ",7.1,"Adventure, Tragic, Love"
1138,Murali Krishnudu,"Comedy, Romance            ",8.1,"Mystery, Emotional, Motivational"
1139,Varasudu,"Action, Drama            ",7,"Hopeful, Mystery, Comedy, Tragic, Fear"
1140,Seetha Rama Kalyanam,"Drama, Musical            ",7.7,"Chill, Feel-good, Hopeful, Romantic, Heartwarming"
1141,Rendu Rella Aaru,Comedy,7.4,"Mystery, Comedy, Drama"
1142,Sampoorna Ramayanam,"Drama, Family, Fantasy            ",7.7,"Suspenseful, Anger, Chill, Family"
1143,Chuttalabbayi,Action,6.1,"Mind-blowing, Chill, Hopeful, Adventure, Anger"
1144,Columbus,Comedy,6.9,"Feel-good, Hopeful, Tragic, Chill"
1145,Raagala 24 Gantallo,Thriller,5.7,"Family, Excited, Love, Chill, Feel-good"
1146,Andala Ramudu,Comedy,5.6,"Love, Action, Chill"
1147,Brahma Puthrudu,Drama,7.9,"Adventure, Fantasy, Chill"
1148,Alibaba Aradajanu Dongalu,Comedy,7.1,"Thrilling, Friendship, Heartwarming, Excited, Serious"
1149,Thipparaa Meesam,Romance,6.4,"Family, Anger"
1150,Sitaara,"Drama, Romance            ",7.6,"Emotional, Fear, Mystery"
1151,Chettaniki Kallu Levu,"Action, Drama, Crime            ",7.8,"Inspirational, Drama"
1152,Manasuku Nachindhi,Romance,6.1,"Emotional, Chill, Action"
1153,Om 3D,"Action, Thriller            ",5.5,"Sad, Love, Friendship, Motivational, Drama"
1154,Action,Comedy,5,"Patriotic, Fear, Inspirational"
1155,Dongala Bandi,Comedy,6,"Happy, Feel-good, Love"
1156,Sultan,Family,5.7,"Family, Revenge, Sad, Action, Hopeful"
1157,Love Today,"Drama, Romance            ",7.8,"Adventure, Dark, Fear"
1158,Samanyudu,Action,7.2,"Sad, Suspenseful, Chill"
1159,Sathruvu,"Action, Drama            ",7.5,"Excited, Feel-good"
1160,Gandeevam,Drama,6.5,"Hopeful, Romantic, Motivational"
1161,Punnami Naagu,"Drama, Horror            ",7.4,"Comedy, Thrilling"
1162,Jyothi Lakshmi,Drama,5.8,"Love, Action, Anger, Feel-good"
1163,Avakai Biryani,"Family, Romance            ",6.9,"Emotional, Anger, Love, Inspirational"
1164,Lorry Driver,"Action, Crime            ",7.3,"Feel-good, Fear, Thrilling, Romantic, Inspirational"
1165,Padaharella Vayasu,Drama,7.7,"Thrilling, Emotional, Mind-blowing"
1166,Prananiki Pranam,"Action, Drama, Family            ",8.2,"Sad, Inspirational, Comedy"
1167,Akasa Veedhilo,"Drama, Family            ",4.9,"Inspirational, Happy, Motivational"
1168,Totti Gang,Comedy,6.7,"Hopeful, Love, Family, Adventure, Feel-good"
1169,Allari,"Comedy, Romance            ",6.7,"Sad, Adventure, Emotional, Fantasy, Anger"
1170,Savitri,"Comedy, Drama, Family            ",5.9,"Tragic, Drama, Motivational, Excited"
1171,Peddinti Alludu,"Comedy, Romance            ",8.5,"Revenge, Suspenseful"
1172,143,"Action, Romance, Thriller            ",5.2,"Romantic, Sad, Heartwarming"
1173,Superman,"Fantasy, Musical, Sci-Fi            ",4.9,"Action, Patriotic, Fear, Heartwarming, Hopeful"
1174,Abhinandana,"Drama, Romance            ",7.5,"Sad, Excited, Patriotic, Chill"
1175,Justice Chowdhary,"Action, Drama            ",6.9,"Heartwarming, Action"
1176,Gharana Bullodu,"Comedy, Romance            ",6.4,"Family, Heartwarming, Comedy, Emotional, Suspenseful"
1177,Intlo Ramayya Veedilo Krishnayya,"Comedy, Drama, Romance            ",7.6,"Feel-good, Happy, Tragic"
1178,Anna Thamudu,"Action, Drama            ",7.5,"Thrilling, Happy, Feel-good, Comedy"
1179,Krishnamma Kalipindi Iddarini,"Drama, Romance            ",7.3,"Fear, Drama, Fantasy"
1180,Nandhi,"Action, Drama            ",7.2,"Romantic, Anger, Chill, Patriotic"
1181,Sons of Ram,"Animation, Drama, Musical            ",6.5,"Love, Fantasy, Heartwarming"
1182,Kondapalli Raja,"Action, Drama            ",6.9,"Patriotic, Thrilling, Hopeful"
1183,Bava Nachadu,"Comedy, Drama, Romance            ",3.9,"Action, Adventure, Serious"
1184,Seema Simham,"Action, Drama            ",5,"Friendship, Sad, Mind-blowing"
1185,Sandade Sandadi,"Comedy, Drama            ",6.1,"Family, Dark"
1186,Donga Ramudu,Action,7.5,"Heartwarming, Feel-good, Action, Friendship, Motivational"
1187,Vetagadu,"Action, Drama            ",6.9,"Hopeful, Mystery, Family, Revenge"
1188,Sher,Action,4.8,"Patriotic, Inspirational, Action, Hopeful, Mind-blowing"
1189,Kaamannana Makkalu,"Action, Comedy, Drama            ",6.8,"Heartwarming, Feel-good"
1190,Vinayakudu,"Comedy, Romance            ",7.1,"Emotional, Inspirational, Romantic"
1191,Dongaata,Drama,6.9,"Revenge, Happy, Family, Suspenseful, Friendship"
1192,90 ML,"Action, Drama, Romance            ",4.9,"Family, Emotional, Excited, Action, Mystery"
1193,Kathanam,"Mystery, Thriller            ",3.9,"Love, Revenge"
1194,Ramudu Bheemudu,"Comedy, Drama            ",7.5,"Revenge, Anger"
1195,Patel S.I.R,Action,5.4,"Sad, Motivational, Suspenseful, Family"
1196,Nagarahaavu,Fantasy,5.5,"Friendship, Suspenseful"
1197,Selfie Raja,Comedy,5.6,"Chill, Suspenseful"
1198,Wish You Happy Breakup,"Comedy, Drama, Romance            ",7.4,"Tragic, Drama, Serious, Chill, Romantic"
1199,Lovers,Romance,6.6,"Drama, Anger"
1200,Ramudochhadu,"Action, Comedy, Drama            ",6.2,"Drama, Hopeful, Revenge"
1201,Radha Gopalam,Drama,6.3,"Motivational, Thrilling, Fear, Excited"
1202,Donga Mogudu,"Action, Comedy            ",7.3,"Suspenseful, Comedy, Emotional, Romantic, Heartwarming"
1203,Rangula Raatnam,Romance,6.2,"Drama, Tragic"
1204,Adda,Drama,6,"Dark, Heartwarming"
1205,Kalidasu,"Action, Drama, Romance            ",3.7,"Sad, Drama, Adventure, Suspenseful"
1206,Ela Cheppanu,Romance,6.1,"Thrilling, Tragic"
1207,Vishwanatha Nayakudu,"Action, Drama, History            ",7.7,"Chill, Excited, Sad"
1208,Sri Madvirat Veera Brahmendra Swamy Charitra,"Drama, History, Musical            ",7.7,"Romantic, Drama"
1209,Brahma,"Action, Comedy, Drama            ",5.4,"Hopeful, Serious"
1210,Madatha Kaaja,Comedy,5.4,"Comedy, Heartwarming, Friendship, Revenge, Mind-blowing"
1211,Dollar Dreams,Drama,7.9,"Action, Revenge, Adventure, Heartwarming, Hopeful"
1212,Betting Bangarraju,Comedy,6.3,"Excited, Patriotic, Fear, Tragic"
1213,Athili Sathibabu LKG,Comedy,5.3,"Romantic, Friendship"
1214,Vinara sodara veera kumara,"Drama, Romance            ",7.6,"Friendship, Mystery"
1215,Tenali Ramakrishna,"Comedy, Drama            ",7.9,"Chill, Revenge, Dark, Emotional"
1216,Maharshi,Romance,7.9,"Suspenseful, Hopeful"
1217,Idi Kathakaadu,"Drama, Family            ",8.1,"Sad, Chill, Action, Comedy, Drama"
1218,Agni Nakshatram,Drama,8.5,"Serious, Friendship, Fantasy, Inspirational"
1219,Bandipotu,"Comedy, Crime, Drama            ",6.2,"Family, Excited, Comedy, Revenge"
1220,Onamalu,Drama,8,"Inspirational, Suspenseful"
1221,Vaana,Romance,6.5,"Adventure, Hopeful, Tragic, Feel-good"
1222,Jodi,Romance,6.2,"Action, Patriotic"
1223,Madhumasam,Romance,6.6,"Hopeful, Dark, Mystery, Fear"
1224,Bhakta Prahlada,"Drama, Fantasy            ",7.1,"Patriotic, Fear, Inspirational, Serious, Mystery"
1225,Team 5,"Adventure, Sport            ",4.4,"Motivational, Comedy, Family"
1226,Sandhippoma,"Drama, Romance            ",8.2,"Adventure, Happy, Dark, Chill"
1227,Ice Cream 2,"Horror, Thriller            ",3.6,"Action, Tragic"
1228,Okkadine,"Action, Romance            ",5.6,"Tragic, Happy, Family"
1229,Kiccha Huccha,"Drama, Romance            ",6,"Revenge, Inspirational, Hopeful, Feel-good"
1230,Visakha Express,"Action, Crime, Drama            ",5,"Anger, Sad"
1231,Aaviri,"Drama, Thriller            ",4.5,"Revenge, Excited, Friendship, Mystery"
1232,Brindavanam,"Comedy, Drama            ",7.4,"Love, Fear, Dark"
1233,Rudranetra,"Action, Crime, Thriller            ",6.7,"Sad, Comedy, Feel-good, Friendship, Fear"
1234,Kaali,"Action, Drama            ",6.3,"Drama, Love, Anger, Mystery"
1235,Bobbili Puli,"Action, Drama            ",7,"Adventure, Sad, Fear"
1236,Manavoori Pandavulu,Drama,8.2,"Hopeful, Tragic, Heartwarming, Patriotic, Sad"
1237,Next Nuvve,Horror,5.8,"Chill, Emotional, Drama, Romantic"
1238,Joru,Comedy,5.6,"Friendship, Love, Mystery"
1239,Ko antey koti,"Comedy, Crime, Romance            ",6.2,"Heartwarming, Adventure, Thrilling, Happy, Friendship"
1240,Kalyan Ram Kathi,"Action, Drama            ",6,"Fantasy, Revenge, Dark, Friendship"
1241,Priyamyna Neeku...,"Drama, Romance            ",6.8,"Mystery, Love"
1242,Vamsodharakudu,Drama,6.4,"Revenge, Mystery, Fantasy, Hopeful"
1243,Super Police,"Action, Thriller            ",5.6,"Comedy, Tragic, Motivational, Love"
1244,Bamma Maata Bangaru Baata,"Comedy, Drama            ",7.2,"Family, Excited"
1245,Mantra 2,"Comedy, Crime, Horror            ",4.5,"Drama, Patriotic, Sad"
1246,Prema Ishq Kaadhal,Drama,6.8,"Serious, Fantasy, Heartwarming, Family"
1247,Galipatam,Drama,5.7,"Friendship, Inspirational, Happy, Comedy, Thrilling"
1248,Katha,Drama,6.5,"Anger, Mystery, Friendship, Suspenseful"
1249,Peddannayya,Drama,7.6,"Inspirational, Sad, Happy"
1250,Lakshmi Kalyanam,"Action, Drama            ",5.3,"Mind-blowing, Fantasy, Comedy"
1251,Avunanna Kadanna,Romance,5.7,"Action, Mystery, Emotional, Drama"
1252,Bava Bava Panneeru,Comedy,7.5,"Anger, Inspirational, Suspenseful, Family, Comedy"
1253,Balakrishnudu,"Action, Comedy, Romance            ",4.6,"Adventure, Sad, Motivational, Friendship, Suspenseful"
1254,Partha,"Action, Romance            ",7.1,"Sad, Happy, Motivational, Heartwarming, Action"
1255,Athade Oka Sainyam,Action,7.1,"Anger, Heartwarming, Romantic, Drama"
1256,Rakshana,Drama,7.2,"Drama, Family, Comedy"
1257,Garam,"Action, Romance            ",4.9,"Dark, Action, Drama, Hopeful, Serious"
1258,Raja Cheyyi Vesthe,"Action, Romance, Thriller            ",5.7,"Happy, Fantasy, Revenge"
1259,It's My Love Story,Romance,5.9,"Suspenseful, Anger, Mystery, Family"
1260,Okariki Okaru,Romance,7.7,"Patriotic, Happy, Suspenseful"
1261,Kurradu,Action,4.5,"Tragic, Serious, Comedy, Suspenseful, Family"
1262,Homam,Action,5.8,"Feel-good, Serious"
1263,Raahu,Thriller,6.6,"Romantic, Dark, Chill"
1264,Gulebakavali Katha,"Musical, Drama, Fantasy            ",8.2,"Drama, Motivational, Excited, Love"
1265,Nene Raju Nene Manthri,,8,"Inspirational, Heartwarming"
1266,Osey Ramulamma,"Action, Drama            ",7.5,"Friendship, Mind-blowing, Family, Romantic, Dark"
